Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'fiat'% 'sigla_montadora': 'FT'}% 'id_conjunto': 209% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'degrade'% 'id_caracteristica': 101}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 301% 'dat_compra': '2022-03-23T13:19:43.354214'% 'dat_venda': '2022-10-18T14:57:08.224940'% 'dias_estoque': 209% 'busca_web': ['parabrisa'% 'degrade'% 'strada simples'% 2020% 'saint-gobain']}, 560
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'nissan'% 'sigla_montadora': 'NS'}% 'id_conjunto': 208% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 465% 'dat_compra': '2022-09-12T13:00:39.411939'% 'dat_venda': '2022-10-19T12:17:12.312438'% 'dias_estoque': 37% 'busca_web': ['parabrisa'% 'verde'% 'frontier'% 2019% 'saint-gobain']}, 1100
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'nissan'% 'sigla_montadora': 'NS'}% 'id_conjunto': 202% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'agc'% 'sigla_fabricante': 'AG'}% 'val_compra': 220% 'dat_compra': '2022-08-24T13:43:21.049684'% 'dat_venda': '2022-10-20T10:55:42.006752'% 'dias_estoque': 57% 'busca_web': ['parabrisa'% 'verde'% 'march'% 2018% 'agc']}, 690
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'volkswagen'% 'sigla_montadora': 'VK'}% 'id_conjunto': 102% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'degrade'% 'id_caracteristica': 101}}% 'fabricante': {'fabricante': 'pilkington'% 'sigla_fabricante': 'PK'}% 'val_compra': 215% 'dat_compra': '2022-10-10T12:54:16.177345'% 'dat_venda': '2022-10-20T11:06:32.932424'% 'dias_estoque': 10% 'busca_web': ['parabrisa'% 'degrade'% 'gol g4 4p'% 2006% 'pilkington']}, 420
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'chevrolet'% 'sigla_montadora': 'GM'}% 'id_conjunto': 107% 'tipo': {'tipo': 'vp dianteiro direito'% 'sigla_tipo': 'DD'}% 'caracteristica': {'caracteristica': 'comum'% 'id_caracteristica': 100}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 75% 'dat_compra': '2022-06-08T13:11:01.723269'% 'dat_venda': '2022-10-21T12:05:22.820743'% 'dias_estoque': 135% 'busca_web': ['vp dianteiro direito'% 'comum'% 'onix'% 2015% 'saint-gobain']}, 250
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'jeep'% 'sigla_montadora': 'JP'}% 'id_conjunto': 202% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde sensor'% 'id_caracteristica': 111}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 453% 'dat_compra': '2022-03-23T13:19:35.216818'% 'dat_venda': '2022-10-21T19:34:04.174779'% 'dias_estoque': 212% 'busca_web': ['parabrisa'% 'verde sensor'% 'compass'% 2018% 'saint-gobain']}, 1220
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'jeep'% 'sigla_montadora': 'JP'}% 'id_conjunto': 201% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 365% 'dat_compra': '2022-05-11T13:17:41.850491'% 'dat_venda': '2022-10-24T12:18:28.553709'% 'dias_estoque': 166% 'busca_web': ['parabrisa'% 'verde'% 'renegade'% 2019% 'saint-gobain']}, 690
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'fiat'% 'sigla_montadora': 'FT'}% 'id_conjunto': 409% 'tipo': {'tipo': 'vigia'% 'sigla_tipo': 'VG'}% 'caracteristica': {'caracteristica': 'termico'% 'id_caracteristica': 124}}% 'fabricante': {'fabricante': 'pilkington'% 'sigla_fabricante': 'PK'}% 'val_compra': 255% 'dat_compra': '2022-03-11T13:24:31.304444'% 'dat_venda': '2022-10-25T12:49:17.243396'% 'dias_estoque': 228% 'busca_web': ['vigia'% 'termico'% 'palio celebration 2p'% 2013% 'pilkington']}, 580
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'jeep'% 'sigla_montadora': 'JP'}% 'id_conjunto': 201% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'sensor saida de faixa'% 'id_caracteristica': 109}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 520% 'dat_compra': '2022-07-27T13:54:01.369591'% 'dat_venda': '2022-10-25T16:01:12.854936'% 'dias_estoque': 90% 'busca_web': ['parabrisa'% 'sensor saida de faixa'% 'renegade'% 2019% 'saint-gobain']}, 1070
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'jeep'% 'sigla_montadora': 'JP'}% 'id_conjunto': 201% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 388% 'dat_compra': '2022-07-06T13:34:54.446558'% 'dat_venda': '2022-10-26T10:52:03.561145'% 'dias_estoque': 112% 'busca_web': ['parabrisa'% 'verde'% 'renegade'% 2019% 'saint-gobain']}, 690
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'renault'% 'sigla_montadora': 'RN'}% 'id_conjunto': 215% 'tipo': {'tipo': 'vigia'% 'sigla_tipo': 'VG'}% 'caracteristica': {'caracteristica': 'termico furo'% 'id_caracteristica': 125}}% 'fabricante': {'fabricante': 'pilkington'% 'sigla_fabricante': 'PK'}% 'val_compra': 276% 'dat_compra': '2022-06-13T13:19:16.341370'% 'dat_venda': '2022-10-29T11:52:23.510127'% 'dias_estoque': 138% 'busca_web': ['vigia'% 'termico furo'% 'kwid'% 2019% 'pilkington']}, 560
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'volkswagen'% 'sigla_montadora': 'VK'}% 'id_conjunto': 229% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'pilkington'% 'sigla_fabricante': 'PK'}% 'val_compra': 335% 'dat_compra': '2022-08-24T13:43:11.968306'% 'dat_venda': '2022-10-29T12:49:24.138166'% 'dias_estoque': 66% 'busca_web': ['parabrisa'% 'verde'% 'polo'% 2019% 'pilkington']}, 690
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'fiat'% 'sigla_montadora': 'FT'}% 'id_conjunto': 209% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 325% 'dat_compra': '2022-10-26T19:27:37.029029'% 'dat_venda': '2022-11-01T16:01:59.042542'% 'dias_estoque': 6% 'busca_web': ['parabrisa'% 'verde'% 'strada simples'% 2020% 'saint-gobain']}, 650
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'hiunday'% 'sigla_montadora': 'HY'}% 'id_conjunto': 201% 'tipo': {'tipo': 'vp traseiro direito'% 'sigla_tipo': 'TD'}% 'caracteristica': {'caracteristica': 'comum'% 'id_caracteristica': 100}}% 'fabricante': {'fabricante': 'saint-gobain'% 'sigla_fabricante': 'SG'}% 'val_compra': 120% 'dat_compra': '2022-06-10T13:30:05.901643'% 'dat_venda': '2022-11-03T13:38:17.234466'% 'dias_estoque': 146% 'busca_web': ['vp traseiro direito'% 'comum'% 'hb20 hatch'% 2015% 'saint-gobain']}, 270
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'bmw'% 'sigla_montadora': 'BM'}% 'id_conjunto': 214% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde sensor'% 'id_caracteristica': 111}}% 'fabricante': {'fabricante': 'agc'% 'sigla_fabricante': 'AG'}% 'val_compra': 885% 'dat_compra': '2022-10-31T14:11:39.416650'% 'dat_venda': '2022-11-07T11:08:13.423986'% 'dias_estoque': 7% 'busca_web': ['parabrisa'% 'verde sensor'% 'bmw x3'% 2015% 'agc']}, 2250
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'ford'% 'sigla_montadora': 'FD'}% 'id_conjunto': 207% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'pilkington'% 'sigla_fabricante': 'PK'}% 'val_compra': 268% 'dat_compra': '2022-05-16T18:25:18.134096'% 'dat_venda': '2022-11-07T13:46:52.337922'% 'dias_estoque': 175% 'busca_web': ['parabrisa'% 'verde'% 'ka'% 2018% 'pilkington']}, 580
Siga os passos a seguir. O campo "busca_web" do JSON contem um array de palavras chaves referentes a um produto especifico. Faça uma pesquisa utilizando o Google Search com as palavras chaves fornecidas pelo campo "busca_web" e traga os 5 valores de venda mais relevantes encontrados. Traga somente valores de produtos novos. O JSON fornecido contem informações relevantes sobre um produto. A partir destas informações extrapole um valor de venda para o referido produto. Leve em consideração os valores encontrados pela pesquisa realizada no  Google Search para estrapolar o valor de venda., {'cod_produto': {'montadora': {'montadora': 'hiunday'% 'sigla_montadora': 'HY'}% 'id_conjunto': 207% 'tipo': {'tipo': 'parabrisa'% 'sigla_tipo': 'PB'}% 'caracteristica': {'caracteristica': 'verde'% 'id_caracteristica': 110}}% 'fabricante': {'fabricante': 'agc'% 'sigla_fabricante': 'AG'}% 'val_compra': 318% 'dat_compra': '2022-10-05T11:59:41.166659'% 'dat_venda': '2022-11-07T16:36:36.767002'% 'dias_estoque': 33% 'busca_web': ['parabrisa'% 'verde'% 'hb20 hatch'% 2022% 'agc']}, 580
